plant_name,end_datetime,period_hours,energy_kwh
경주풍력,2023-01-07T13:00:00+09:00,1,17200.586288111685
경주풍력,2023-01-07T14:00:00+09:00,1,17123.569051524642
경주풍력,2023-01-07T15:00:00+09:00,1,16737.51290239584
경주풍력,2023-01-07T16:00:00+09:00,1,16274.372512375394
경주풍력,2023-01-07T17:00:00+09:00,1,16597.45383120077
경주풍력,2023-01-07T18:00:00+09:00,1,16952.349526395807
경주풍력,2023-01-07T19:00:00+09:00,1,17308.470041793942
경주풍력,2023-01-07T20:00:00+09:00,1,16889.60410880776
경주풍력,2023-01-07T21:00:00+09:00,1,16658.268891857824
경주풍력,2023-01-07T22:00:00+09:00,1,17569.49355233381
경주풍력,2023-01-07T23:00:00+09:00,1,17658.864957937836
경주풍력,2023-01-08T00:00:00+09:00,1,17942.400681331448
경주풍력,2023-01-08T01:00:00+09:00,1,16929.7821757206
경주풍력,2023-01-08T02:00:00+09:00,1,17036.77667626647
경주풍력,2023-01-08T03:00:00+09:00,1,17923.611063950637
경주풍력,2023-01-08T04:00:00+09:00,1,18049.988515478333
경주풍력,2023-01-08T05:00:00+09:00,1,18056.126937258505
경주풍력,2023-01-08T06:00:00+09:00,1,17808.5668206961
경주풍력,2023-01-08T07:00:00+09:00,1,18041.401625767514
경주풍력,2023-01-08T08:00:00+09:00,1,17929.014188798534
경주풍력,2023-01-08T09:00:00+09:00,1,17851.36979226027
경주풍력,2023-01-08T10:00:00+09:00,1,14541.36910457821
경주풍력,2023-01-08T11:00:00+09:00,1,9140.761798273783
경주풍력,2023-01-08T12:00:00+09:00,1,10275.990494257094
경주풍력,2023-01-08T13:00:00+09:00,1,8897.203944862104
경주풍력,2023-01-08T14:00:00+09:00,1,5232.189901162045
경주풍력,2023-01-08T15:00:00+09:00,1,5417.4595797244965
경주풍력,2023-01-08T16:00:00+09:00,1,6043.601449338382
경주풍력,2023-01-08T17:00:00+09:00,1,6013.804828254281
경주풍력,2023-01-08T18:00:00+09:00,1,6718.6091620498255
경주풍력,2023-01-08T19:00:00+09:00,1,5175.435821834576
경주풍력,2023-01-08T20:00:00+09:00,1,5075.146523650626
경주풍력,2023-01-08T21:00:00+09:00,1,5339.195974435033
경주풍력,2023-01-08T22:00:00+09:00,1,4284.052191168987
경주풍력,2023-01-08T23:00:00+09:00,1,5020.059242676264
경주풍력,2023-01-09T00:00:00+09:00,1,4610.014353570597
경주풍력,2023-01-09T01:00:00+09:00,1,7924.230991108778
경주풍력,2023-01-09T02:00:00+09:00,1,8378.012108484876
경주풍력,2023-01-09T03:00:00+09:00,1,7881.110188840275
경주풍력,2023-01-09T04:00:00+09:00,1,10001.441626773787
경주풍력,2023-01-09T05:00:00+09:00,1,11611.114973780725
경주풍력,2023-01-09T06:00:00+09:00,1,13107.66001126443
경주풍력,2023-01-09T07:00:00+09:00,1,14256.168677493672
경주풍력,2023-01-09T08:00:00+09:00,1,14520.365125358756
경주풍력,2023-01-09T09:00:00+09:00,1,13007.10129197745
경주풍력,2023-01-09T10:00:00+09:00,1,11277.999660310757
경주풍력,2023-01-09T11:00:00+09:00,1,10045.662258763236
경주풍력,2023-01-09T12:00:00+09:00,1,9460.191812864141
경주풍력,2023-01-09T13:00:00+09:00,1,8133.315696158435
경주풍력,2023-01-09T14:00:00+09:00,1,12920.523993209916
경주풍력,2023-01-09T15:00:00+09:00,1,12957.750271214538
경주풍력,2023-01-09T16:00:00+09:00,1,13184.02027523895
경주풍력,2023-01-09T17:00:00+09:00,1,13349.34426681422
경주풍력,2023-01-09T18:00:00+09:00,1,12796.164697992803
경주풍력,2023-01-09T19:00:00+09:00,1,13156.907874579994
경주풍력,2023-01-09T20:00:00+09:00,1,15116.40432983898
경주풍력,2023-01-09T21:00:00+09:00,1,13777.811462180005
경주풍력,2023-01-09T22:00:00+09:00,1,10747.213470110466
경주풍력,2023-01-09T23:00:00+09:00,1,8499.271244999225
경주풍력,2023-01-10T00:00:00+09:00,1,7197.677863001793
경주풍력,2023-01-10T01:00:00+09:00,1,7045.769610858823
경주풍력,2023-01-10T02:00:00+09:00,1,6854.220377745344
경주풍력,2023-01-10T03:00:00+09:00,1,4947.938535255958
경주풍력,2023-01-10T04:00:00+09:00,1,2906.496915074882
경주풍력,2023-01-10T05:00:00+09:00,1,3301.953848213689
경주풍력,2023-01-10T06:00:00+09:00,1,1755.6922585545326
경주풍력,2023-01-10T07:00:00+09:00,1,2516.207633397469
경주풍력,2023-01-10T08:00:00+09:00,1,2134.285264093215
경주풍력,2023-01-10T09:00:00+09:00,1,2323.7559275360263
경주풍력,2023-01-10T10:00:00+09:00,1,683.174717491388
경주풍력,2023-01-10T11:00:00+09:00,1,335.5701604523365
경주풍력,2023-01-10T12:00:00+09:00,1,0.0
경주풍력,2023-01-10T13:00:00+09:00,1,84.45056062005551
경주풍력,2023-01-10T14:00:00+09:00,1,464.2009470691655
경주풍력,2023-01-10T15:00:00+09:00,1,125.70793120643793
경주풍력,2023-01-10T16:00:00+09:00,1,356.9597419268657
경주풍력,2023-01-10T17:00:00+09:00,1,812.696401263287
경주풍력,2023-01-10T18:00:00+09:00,1,770.0823941093568
경주풍력,2023-01-10T19:00:00+09:00,1,1145.0750080179632
경주풍력,2023-01-10T20:00:00+09:00,1,2176.2609847875383
경주풍력,2023-01-10T21:00:00+09:00,1,2492.2856357858263
경주풍력,2023-01-10T22:00:00+09:00,1,4141.179461238804
경주풍력,2023-01-10T23:00:00+09:00,1,5195.304977761621
경주풍력,2023-01-11T00:00:00+09:00,1,7674.160849275851
경주풍력,2023-01-11T01:00:00+09:00,1,1759.413548002205
경주풍력,2023-01-11T02:00:00+09:00,1,4386.30438320863
경주풍력,2023-01-11T03:00:00+09:00,1,8903.535706490959
경주풍력,2023-01-11T04:00:00+09:00,1,9636.237907383875
경주풍력,2023-01-11T05:00:00+09:00,1,7255.332784835409
경주풍력,2023-01-11T06:00:00+09:00,1,7647.651731485961
경주풍력,2023-01-11T07:00:00+09:00,1,6295.828206619318
경주풍력,2023-01-11T08:00:00+09:00,1,6406.896083702164
경주풍력,2023-01-11T09:00:00+09:00,1,5726.451187397636
경주풍력,2023-01-11T10:00:00+09:00,1,4369.349930486722
경주풍력,2023-01-11T11:00:00+09:00,1,6219.259593842774
경주풍력,2023-01-11T12:00:00+09:00,1,9062.614702402348
경주풍력,2023-01-11T13:00:00+09:00,1,8361.577004029345
경주풍력,2023-01-11T14:00:00+09:00,1,7182.135758396222
경주풍력,2023-01-11T15:00:00+09:00,1,3985.810227277842
경주풍력,2023-01-11T16:00:00+09:00,1,2965.941149319806
경주풍력,2023-01-11T17:00:00+09:00,1,3262.67465955112
경주풍력,2023-01-11T18:00:00+09:00,1,3284.9781155016067
경주풍력,2023-01-11T19:00:00+09:00,1,4667.562080084256
경주풍력,2023-01-11T20:00:00+09:00,1,4136.03521495021
경주풍력,2023-01-11T21:00:00+09:00,1,3993.6088816850365
경주풍력,2023-01-11T22:00:00+09:00,1,2451.094969675547
경주풍력,2023-01-11T23:00:00+09:00,1,4751.683767662938
경주풍력,2023-01-12T00:00:00+09:00,1,4400.109008099947
경주풍력,2023-01-12T01:00:00+09:00,1,9621.387044131456
경주풍력,2023-01-12T02:00:00+09:00,1,9386.121930155385
경주풍력,2023-01-12T03:00:00+09:00,1,10838.032337917746
경주풍력,2023-01-12T04:00:00+09:00,1,9250.468357673262
경주풍력,2023-01-12T05:00:00+09:00,1,12403.429820571368
경주풍력,2023-01-12T06:00:00+09:00,1,15150.265931531616
경주풍력,2023-01-12T07:00:00+09:00,1,15533.804359312187
경주풍력,2023-01-12T08:00:00+09:00,1,14709.527748193763
경주풍력,2023-01-12T09:00:00+09:00,1,13056.292393000374
경주풍력,2023-01-12T10:00:00+09:00,1,7900.228658691375
경주풍력,2023-01-12T11:00:00+09:00,1,5386.827020594478
경주풍력,2023-01-12T12:00:00+09:00,1,1766.998029374081
경주풍력,2023-01-12T13:00:00+09:00,1,365.47972419974667
경주풍력,2023-01-12T14:00:00+09:00,1,279.4123277957942
경주풍력,2023-01-12T15:00:00+09:00,1,152.58090226949025
경주풍력,2023-01-12T16:00:00+09:00,1,94.82143112950507
경주풍력,2023-01-12T17:00:00+09:00,1,750.8355424381771
경주풍력,2023-01-12T18:00:00+09:00,1,566.1113523004587
경주풍력,2023-01-12T19:00:00+09:00,1,845.9750897610356
경주풍력,2023-01-12T20:00:00+09:00,1,2670.5789254088563
경주풍력,2023-01-12T21:00:00+09:00,1,7196.40969955269
경주풍력,2023-01-12T22:00:00+09:00,1,7598.974143238412
경주풍력,2023-01-12T23:00:00+09:00,1,6081.418013205076
경주풍력,2023-01-13T00:00:00+09:00,1,4478.727202641857
경주풍력,2023-01-13T01:00:00+09:00,1,3307.3418532013147
경주풍력,2023-01-13T02:00:00+09:00,1,5174.349739690799
경주풍력,2023-01-13T03:00:00+09:00,1,5075.753080442565
경주풍력,2023-01-13T04:00:00+09:00,1,5681.219241862259
경주풍력,2023-01-13T05:00:00+09:00,1,6091.617988784569
경주풍력,2023-01-13T06:00:00+09:00,1,7420.351154588177
경주풍력,2023-01-13T07:00:00+09:00,1,8161.548972999552
경주풍력,2023-01-13T08:00:00+09:00,1,10052.097264322361
경주풍력,2023-01-13T09:00:00+09:00,1,10537.330908147731
경주풍력,2023-01-13T10:00:00+09:00,1,10905.61296726144
경주풍력,2023-01-13T11:00:00+09:00,1,11048.702242832856
경주풍력,2023-01-13T12:00:00+09:00,1,7679.8203574398685
경주풍력,2023-01-13T13:00:00+09:00,1,9397.653296009295
경주풍력,2023-01-13T14:00:00+09:00,1,7317.890886590308
경주풍력,2023-01-13T15:00:00+09:00,1,5343.914386141995
경주풍력,2023-01-13T16:00:00+09:00,1,3694.129097247155
경주풍력,2023-01-13T17:00:00+09:00,1,4418.038946146247
경주풍력,2023-01-13T18:00:00+09:00,1,6061.284039553771
경주풍력,2023-01-13T19:00:00+09:00,1,6421.716233511971
경주풍력,2023-01-13T20:00:00+09:00,1,8738.179322356264
경주풍력,2023-01-13T21:00:00+09:00,1,8058.7757420017115
경주풍력,2023-01-13T22:00:00+09:00,1,6986.281325308783
경주풍력,2023-01-13T23:00:00+09:00,1,6090.308602708459
경주풍력,2023-01-14T00:00:00+09:00,1,7231.310042446671
경주풍력,2023-01-14T01:00:00+09:00,1,3911.0224987644074
경주풍력,2023-01-14T02:00:00+09:00,1,4400.134328227183
경주풍력,2023-01-14T03:00:00+09:00,1,6425.730698559512
경주풍력,2023-01-14T04:00:00+09:00,1,7332.4201445704975
경주풍력,2023-01-14T05:00:00+09:00,1,7748.351827673335
경주풍력,2023-01-14T06:00:00+09:00,1,8068.503220384442
경주풍력,2023-01-14T07:00:00+09:00,1,9668.614966296973
경주풍력,2023-01-14T08:00:00+09:00,1,11164.677756605382
경주풍력,2023-01-14T09:00:00+09:00,1,11282.54643843308
경주풍력,2023-01-14T10:00:00+09:00,1,12194.992966024465
경주풍력,2023-01-14T11:00:00+09:00,1,12182.002752391596
경주풍력,2023-01-14T12:00:00+09:00,1,12114.399396216062
경주풍력,2023-01-14T13:00:00+09:00,1,11880.497116175018
경주풍력,2023-01-14T14:00:00+09:00,1,11491.949446291688
경주풍력,2023-01-14T15:00:00+09:00,1,11333.781545173308
경주풍력,2023-01-14T16:00:00+09:00,1,11116.09275343677
경주풍력,2023-01-14T17:00:00+09:00,1,11147.129185991407
경주풍력,2023-01-14T18:00:00+09:00,1,10740.731357107903
경주풍력,2023-01-14T19:00:00+09:00,1,11012.586442245742
경주풍력,2023-01-14T20:00:00+09:00,1,10575.326501747297
경주풍력,2023-01-14T21:00:00+09:00,1,11182.944534892094
경주풍력,2023-01-14T22:00:00+09:00,1,9466.336043671392
경주풍력,2023-01-14T23:00:00+09:00,1,9314.459054693396
경주풍력,2023-01-15T00:00:00+09:00,1,9133.02765709071
경주풍력,2023-01-15T01:00:00+09:00,1,9805.315069859626
경주풍력,2023-01-15T02:00:00+09:00,1,9538.320130179394
경주풍력,2023-01-15T03:00:00+09:00,1,8232.130958039663
경주풍력,2023-01-15T04:00:00+09:00,1,6901.385662817729
경주풍력,2023-01-15T05:00:00+09:00,1,6993.25902506965
경주풍력,2023-01-15T06:00:00+09:00,1,6942.98175445393
경주풍력,2023-01-15T07:00:00+09:00,1,5816.45536487764
경주풍력,2023-01-15T08:00:00+09:00,1,4317.975128797283
경주풍력,2023-01-15T09:00:00+09:00,1,4430.896407674673
경주풍력,2023-01-15T10:00:00+09:00,1,2849.572244414393
경주풍력,2023-01-15T11:00:00+09:00,1,2538.6457095482556
경주풍력,2023-01-15T12:00:00+09:00,1,3096.3497499058117
경주풍력,2023-01-15T13:00:00+09:00,1,4130.263995480926
경주풍력,2023-01-15T14:00:00+09:00,1,3961.9653842798766
경주풍력,2023-01-15T15:00:00+09:00,1,3544.3431036493375
경주풍력,2023-01-15T16:00:00+09:00,1,5026.319043622514
경주풍력,2023-01-15T17:00:00+09:00,1,10605.680512473551
경주풍력,2023-01-15T18:00:00+09:00,1,12237.748179149992
경주풍력,2023-01-15T19:00:00+09:00,1,15131.467558140059
경주풍력,2023-01-15T20:00:00+09:00,1,16502.378246049113
경주풍력,2023-01-15T21:00:00+09:00,1,17837.826580181678
경주풍력,2023-01-15T22:00:00+09:00,1,18154.773292080252
경주풍력,2023-01-15T23:00:00+09:00,1,18238.152981760566
경주풍력,2023-01-16T00:00:00+09:00,1,18211.940264427976
경주풍력,2023-01-16T01:00:00+09:00,1,18436.213819619516
경주풍력,2023-01-16T02:00:00+09:00,1,18150.296604863026
경주풍력,2023-01-16T03:00:00+09:00,1,18030.03394207169
경주풍력,2023-01-16T04:00:00+09:00,1,17926.237786081754
경주풍력,2023-01-16T05:00:00+09:00,1,17892.925459248745
경주풍력,2023-01-16T06:00:00+09:00,1,18308.33223603265
경주풍력,2023-01-16T07:00:00+09:00,1,18025.355635669795
경주풍력,2023-01-16T08:00:00+09:00,1,17826.256635396585
경주풍력,2023-01-16T09:00:00+09:00,1,17709.63975831321
경주풍력,2023-01-16T10:00:00+09:00,1,17844.374976285882
경주풍력,2023-01-16T11:00:00+09:00,1,17274.753842062943
경주풍력,2023-01-16T12:00:00+09:00,1,15675.694285551206
경주풍력,2023-01-16T13:00:00+09:00,1,14202.8148105416
경주풍력,2023-01-16T14:00:00+09:00,1,13387.680741064856
경주풍력,2023-01-16T15:00:00+09:00,1,12976.594902094213
경주풍력,2023-01-16T16:00:00+09:00,1,13324.886398379856
경주풍력,2023-01-16T17:00:00+09:00,1,13946.81438015384
경주풍력,2023-01-16T18:00:00+09:00,1,14568.745860061517
경주풍력,2023-01-16T19:00:00+09:00,1,15989.81086513356
경주풍력,2023-01-16T20:00:00+09:00,1,16769.779056694737
경주풍력,2023-01-16T21:00:00+09:00,1,15827.523296807467
경주풍력,2023-01-16T22:00:00+09:00,1,14974.84890215789
경주풍력,2023-01-16T23:00:00+09:00,1,13381.26675413772
경주풍력,2023-01-17T00:00:00+09:00,1,14050.817396328559
경주풍력,2023-01-17T01:00:00+09:00,1,9234.81160832635
경주풍력,2023-01-17T02:00:00+09:00,1,9355.669953368362
경주풍력,2023-01-17T03:00:00+09:00,1,14237.352332759416
경주풍력,2023-01-17T04:00:00+09:00,1,15269.760126918765
경주풍력,2023-01-17T05:00:00+09:00,1,15902.527714373402
경주풍력,2023-01-17T06:00:00+09:00,1,17591.307426889583
경주풍력,2023-01-17T07:00:00+09:00,1,17681.63394958484
경주풍력,2023-01-17T08:00:00+09:00,1,18042.049944069313
경주풍력,2023-01-17T09:00:00+09:00,1,17664.49210213205
경주풍력,2023-01-17T10:00:00+09:00,1,17328.10089722692
경주풍력,2023-01-17T11:00:00+09:00,1,16967.344130980175
경주풍력,2023-01-17T12:00:00+09:00,1,15799.808418787932
경주풍력,2023-01-17T13:00:00+09:00,1,14462.548224294002
경주풍력,2023-01-17T14:00:00+09:00,1,13424.80985920164
경주풍력,2023-01-17T15:00:00+09:00,1,11429.092687293596
경주풍력,2023-01-17T16:00:00+09:00,1,12456.587235985386
경주풍력,2023-01-17T17:00:00+09:00,1,13907.128885933082
경주풍력,2023-01-17T18:00:00+09:00,1,13474.074525856626
경주풍력,2023-01-17T19:00:00+09:00,1,13070.820056204791
경주풍력,2023-01-17T20:00:00+09:00,1,16729.971939565574
경주풍력,2023-01-17T21:00:00+09:00,1,17983.400947857303
경주풍력,2023-01-17T22:00:00+09:00,1,17844.40106921358
경주풍력,2023-01-17T23:00:00+09:00,1,17520.83054527778
경주풍력,2023-01-18T00:00:00+09:00,1,17668.489198102197
경주풍력,2023-01-18T01:00:00+09:00,1,17907.812477415016
경주풍력,2023-01-18T02:00:00+09:00,1,18071.693558764353
경주풍력,2023-01-18T03:00:00+09:00,1,18174.125770277617
경주풍력,2023-01-18T04:00:00+09:00,1,17752.42023291556
경주풍력,2023-01-18T05:00:00+09:00,1,17938.286724667647
경주풍력,2023-01-18T06:00:00+09:00,1,17969.669269300746
경주풍력,2023-01-18T07:00:00+09:00,1,17954.4852276646
경주풍력,2023-01-18T08:00:00+09:00,1,17724.831717599995
경주풍력,2023-01-18T09:00:00+09:00,1,17432.92670174073
경주풍력,2023-01-18T10:00:00+09:00,1,16928.87514586364
경주풍력,2023-01-18T11:00:00+09:00,1,16474.36016763404
경주풍력,2023-01-18T12:00:00+09:00,1,16220.348077949107
경주풍력,2023-01-18T13:00:00+09:00,1,13298.6856149281
경주풍력,2023-01-18T14:00:00+09:00,1,12737.738792641921
